Zip,PctWhite,PctBlack,PctNativeAmer,PctAsian,PctPacIsl,PctOther
601,0.486725664,0.075221239,0.008849558,0,0,0.431415929
602,0.434615385,0.076923077,0.007692308,0.001923077,0,0.478846154
603,0.402646503,0.079395085,0.007561437,0.001890359,0,0.506616257
606,0.357027464,0.124394184,0.024232633,0.003231018,0,0.491114701
610,0.37654321,0.117283951,0.00617284,0,0,0.497942387
611,0.434017595,0.038123167,0.011730205,0.005865103,0,0.513196481
612,0.384615385,0.087912088,0.008791209,0.002197802,0,0.518681319
616,0.429657795,0.121673004,0.011406844,0.001901141,0,0.433460076
617,0.368298368,0.095571096,0.011655012,0.002331002,0,0.524475524
622,0.410309278,0.068041237,0.008247423,0.002061856,0,0.511340206
623,0.430379747,0.082278481,0.010548523,0.002109705,0,0.476793249
624,0.397548161,0.113835377,0.007005254,0,0,0.479859895
627,0.469008264,0.078512397,0.008264463,0,0,0.444214876
631,0.343811395,0.049115914,0.007858546,0.001964637,0,0.595284872
636,0.327835052,0.125773196,0.010309278,0,0,0.534020619
637,0.415966387,0.084033613,0.008403361,0.00210084,0.00210084,0.487394958
638,0.48456057,0.071258907,0.016627078,0.002375297,0,0.425178147
641,0.45030426,0.048681542,0.010141988,0.002028398,0,0.488843813
646,0.338491296,0.145067698,0.007736944,0.005802708,0,0.500967118
647,0.334033613,0.102941176,0.006302521,0,0,0.556722689
650,0.317073171,0.046563193,0.00443459,0,0,0.629711752
652,0.333333333,0.092198582,0.01891253,0,0,0.555555556
653,0.341747573,0.104854369,0.011650485,0,0,0.541747573
656,0.350775194,0.096899225,0.013565891,0,0,0.53875969
659,0.453191489,0.076595745,0.006382979,0.00212766,0,0.461702128
660,0.36770428,0.09922179,0.007782101,0.001945525,0,0.523346304
662,0.390243902,0.088691796,0.006651885,0.002217295,0,0.509977827
664,0.494802495,0.04989605,0.01039501,0,0,0.442827443
667,0.394572025,0.083507307,0.010438413,0.002087683,0,0.511482255
669,0.482517483,0.051282051,0.006993007,0.002331002,0,0.456876457
670,0.337944664,0.06916996,0.011857708,0.001976285,0,0.579051383
674,0.359243697,0.090336134,0.008403361,0.00210084,0,0.539915966
676,0.398148148,0.071759259,0.011574074,0.002314815,0,0.516203704
677,0.403013183,0.116760829,0.007532957,0.001883239,0,0.472693032
678,0.533333333,0.07311828,0.010752688,0.002150538,0,0.380645161
680,0.416666667,0.10042735,0.010683761,0.002136752,0,0.47008547
682,0.4,0.086868687,0.008080808,0.004040404,0,0.503030303
683,0.402597403,0.0995671,0.010822511,0.002164502,0.002164502,0.484848485
685,0.438799076,0.048498845,0.006928406,0,0,0.503464203
687,0.446261682,0.079439252,0.009345794,0,0,0.462616822
688,0.496062992,0.127952756,0.007874016,0,0,0.368110236
690,0.422535211,0.08685446,0.016431925,0.002347418,0,0.471830986
692,0.24137931,0.137931034,0.007662835,0.003831418,0,0.609195402
693,0.353515625,0.125,0.015625,0.001953125,0,0.50390625
694,0.323076923,0.41025641,0,0,0,0.266666667
698,0.385585586,0.084684685,0.010810811,0.001801802,0,0.515315315
703,0.270114943,0.134099617,0.009578544,0.001915709,0,0.582375479
704,0.317114094,0.177852349,0.006711409,0,0,0.498322148
705,0.368522073,0.103646833,0.02303263,0.001919386,0,0.502879079
707,0.138719512,0.256097561,0.006097561,0,0,0.599085366
714,0.182250396,0.196513471,0.006339144,0.001584786,0,0.613312203
715,0.268953069,0.203971119,0.018050542,0.001805054,0,0.507220217
716,0.413865546,0.107142857,0.010504202,0.004201681,0,0.462184874
717,0.376906318,0.124183007,0.010893246,0.002178649,0,0.488017429
718,0.24587156,0.168807339,0.014678899,0.001834862,0,0.568807339
719,0.397286822,0.124031008,0.01744186,0,0,0.46124031
720,0.352051836,0.114470842,0.079913607,0,0,0.451403888
723,0.243865031,0.191717791,0.007668712,0.001533742,0.001533742,0.555214724
725,0.312252964,0.122529644,0.007905138,0.001976285,0,0.555335968
727,0.311154599,0.123287671,0.009784736,0.001956947,0,0.5518591
728,0.406130268,0.097701149,0.011494253,0.001915709,0,0.48467433
729,0.263261297,0.294695481,0.011787819,0.001964637,0,0.428290766
730,0.407725322,0.090128755,0.012875536,0,0,0.489270386
731,0.371541502,0.102766798,0.015810277,0.001976285,0,0.505928854
735,0.277486911,0.169284468,0.010471204,0.001745201,0,0.541012216
736,0.344422701,0.125244618,0.009784736,0.001956947,0,0.520547945
738,0.241264559,0.153078203,0.011647255,0.003327787,0,0.59234609
739,0.355595668,0.122743682,0.009025271,0,0,0.514440433
740,0.226265823,0.17721519,0.006329114,0.001582278,0,0.587025316
741,0.184663537,0.258215962,0.018779343,0.001564945,0,0.538341158
745,0.268876611,0.268876611,0.011049724,0.001841621,0,0.447513812
751,0.260647359,0.163543441,0.011925043,0,0,0.565587734
754,0.258302583,0.121771218,0.009225092,0.001845018,0,0.610701107
757,0.272569444,0.142361111,0.010416667,0.001736111,0,0.571180556
765,0.253028264,0.204576043,0.01345895,0.001345895,0,0.526244953
766,0.31027668,0.122529644,0.011857708,0,0,0.553359684
767,0.254658385,0.147515528,0.010869565,0,0,0.586956522
769,0.343053173,0.12864494,0.013722127,0.001715266,0.001715266,0.512864494
771,0.275438596,0.142105263,0.010526316,0.001754386,0,0.568421053
772,0.062271062,0.69047619,0.005494505,0.001831502,0,0.238095238
773,0.302816901,0.213028169,0.008802817,0.003521127,0,0.471830986
775,0.420427553,0.190023753,0.007125891,0.004750594,0,0.377672209
777,0.251923077,0.176923077,0.009615385,0,0,0.561538462
778,0.295499022,0.140900196,0.007827789,0.001956947,0,0.553816047
780,0.334801762,0.094713656,0.011013216,0.002202643,0,0.555066079
782,0.339285714,0.134920635,0.017857143,0,0,0.507936508
783,0.386407767,0.069902913,0.009708738,0,0,0.530097087
784,0.319397993,0.160535117,0.010033445,0.001672241,0,0.508361204
786,0.494252874,0.031609195,0.005747126,0,0,0.468390805
791,0.22972973,0.143581081,0.008445946,0.003378378,0,0.614864865
794,0.374551971,0.091397849,0.007168459,0,0,0.52688172
795,0.269811321,0.152830189,0.009433962,0.001886792,0,0.567924528
901,0.415929204,0.119469027,0.006637168,0.017699115,0.002212389,0.438053097
906,0.449275362,0.043478261,0,0.143115942,0,0.362318841
907,0.4164859,0.121475054,0.013015184,0.032537961,0,0.4164859
909,0.287553648,0.156652361,0.010729614,0.006437768,0,0.536480687
911,0.447524752,0.108910891,0.013861386,0.01980198,0,0.407920792
912,0.246153846,0.246153846,0.015384615,0.004395604,0,0.485714286
913,0.302583026,0.354243542,0.009225092,0.003690037,0,0.330258303
915,0.187122736,0.325955734,0.016096579,0.002012072,0,0.468812877
917,0.289655172,0.174712644,0.027586207,0.006896552,0,0.503448276
918,0.365957447,0.129787234,0.012765957,0.010638298,0,0.478723404
920,0.286298569,0.190184049,0.012269939,0.006134969,0,0.503067485
921,0.287234043,0.180851064,0.012765957,0.006382979,0,0.512765957
923,0.244897959,0.202040816,0.014285714,0.002040816,0,0.534693878
924,0.271186441,0.184322034,0.012711864,0.004237288,0,0.527542373
925,0.208247423,0.142268041,0.016494845,0.010309278,0,0.620618557
926,0.33557047,0.143176734,0.008948546,0.004474273,0,0.510067114
927,0.412993039,0.106728538,0.013921114,0.006960557,0,0.459396752
934,0.528417819,0.133640553,0,0.043010753,0,0.296466974
949,0.32038835,0.180582524,0.00776699,0.003883495,0,0.489320388
950,0,1,0,0,0,0
951,0.212943633,0.277661795,0,0,0,0.509394572
952,0.261278195,0.281954887,0.003759398,0.001879699,0,0.453007519
953,0.316306483,0.113948919,0.009823183,0.001964637,0,0.557956778
956,0.342915811,0.121149897,0.016427105,0.002053388,0,0.517453799
957,0.356997972,0.115618661,0.014198783,0.002028398,0,0.511156187
959,0.388646288,0.135371179,0.010917031,0.004366812,0,0.46069869
960,0.430051813,0.232124352,0,0.001036269,0,0.337823834
961,0.4092827,0.122362869,0.010548523,0.004219409,0,0.451476793
962,0.277292576,0.194323144,0.026200873,0.002183406,0.002183406,0.5
965,0.410865874,0.235993209,0.008488964,0.001697793,0.001697793,0.341256367
966,0.466487936,0.075067024,0.002680965,0.002680965,0,0.450402145
968,0.488571429,0.048571429,0.008571429,0.02,0,0.434285714
969,0.410628019,0.082125604,0.009661836,0.007246377,0,0.490338164
971,0.33916849,0.131291028,0.010940919,0.002188184,0,0.516411379
976,0.316916488,0.17130621,0.010706638,0.002141328,0,0.498929336
979,0.379518072,0.138554217,0.010040161,0.012048193,0,0.457831325
982,0.2890625,0.25,0.005859375,0.00390625,0,0.451171875
983,0.277777778,0.251028807,0.010288066,0.002057613,0,0.456790123
985,0.267045455,0.274621212,0.009469697,0.001893939,0,0.443181818
987,0.274226804,0.220618557,0.008247423,0.004123711,0,0.490721649
1001,0.919062833,0.025559105,0.002129925,0.030883919,0,0.021299255
1002,0.720087816,0.061470911,0.005488474,0.173435785,0,0.040614709
1003,0.672222222,0.074444444,0.001111111,0.224444444,0.001111111,0.026666667
1005,0.961093586,0.010515247,0.002103049,0.006309148,0.001051525,0.018927445
1007,0.93810032,0.020277481,0.001067236,0.025613661,0,0.014941302
1008,0.989594173,0,0.002081165,0.003121748,0,0.005202914
1009,0.953362256,0.013015184,0,0.015184382,0.004338395,0.014099783
1010,0.967880086,0.00856531,0.003211991,0.009635974,0,0.011777302
1011,0.980810235,0.001066098,0.007462687,0.002132196,0,0.008528785
1012,0.987394958,0,0,0.00210084,0,0.010504202
1013,0.75,0.064516129,0.004608295,0.017281106,0.001152074,0.16359447
1020,0.850993377,0.041942605,0.003311258,0.020971302,0.001103753,0.081677704
1022,0.806866953,0.100858369,0.006437768,0.016094421,0,0.069742489
1026,0.981700753,0.004305705,0.001076426,0.003229279,0,0.009687836
1027,0.931623932,0.011752137,0.003205128,0.025641026,0.001068376,0.026709402
1028,0.916402116,0.027513228,0.001058201,0.039153439,0,0.016931217
1029,0.991709845,0,0,0.008290155,0,0
1030,0.937697994,0.019007392,0.002111932,0.021119324,0,0.020063358
1031,0.970338983,0.007415254,0.006355932,0.004237288,0.001059322,0.01059322
1032,0.984358707,0.002085506,0,0,0,0.012513034
1033,0.936842105,0.014736842,0.002105263,0.032631579,0,0.013684211
1034,0.976842105,0.005263158,0.003157895,0.008421053,0,0.006315789
1035,0.884615385,0.016025641,0.002136752,0.070512821,0,0.025641026
1036,0.973711882,0.008412198,0.002103049,0.007360673,0,0.007360673
1037,0.982067511,0.004219409,0.001054852,0,0,0.011603376
1038,0.977130977,0.007276507,0.003118503,0.006237006,0,0.006237006
1039,0.970338983,0.013771186,0.003177966,0.00529661,0.001059322,0.007415254
1040,0.620403321,0.051008304,0.008303677,0.013048636,0.00118624,0.307236062
1050,0.967914439,0.006417112,0.001069519,0.006417112,0,0.017112299
1053,0.937697994,0.026399155,0.001055966,0.010559662,0,0.024287223
1054,0.941304348,0.018478261,0.002173913,0.020652174,0.001086957,0.016304348
1056,0.919491525,0.027542373,0.002118644,0.012711864,0,0.038135593
1057,0.971638655,0.008403361,0.00210084,0.007352941,0,0.010504202
1060,0.869517544,0.032894737,0.004385965,0.047149123,0.001096491,0.046052632
1062,0.913232104,0.026030369,0.002169197,0.02494577,0,0.034707158
1063,0.630804077,0.091732729,0.001132503,0.223103058,0.001132503,0.05209513
1066,0.893528184,0.024008351,0.009394572,0.034446764,0.005219207,0.034446764
1068,0.969279661,0.012711864,0.002118644,0.009533898,0.001059322,0.00529661
1069,0.936830835,0.021413276,0.003211991,0.017130621,0,0.019271949
1070,0.975295381,0.003222342,0.002148228,0.003222342,0,0.015037594
1071,0.984293194,0.008376963,0.003141361,0.00104712,0,0.003141361
1072,0.970810811,0.007567568,0.001081081,0.007567568,0,0.012972973
1073,0.978902954,0.005274262,0,0.009493671,0,0.007383966
1074,0.926360726,0.022411953,0.002134472,0.020277481,0,0.028815368
1075,0.884615385,0.027777778,0.002136752,0.055555556,0,0.02991453
1077,0.973656481,0.006322445,0.002107482,0.009483667,0,0.009483667
1079,0.95503212,0.01391863,0.004282655,0.006423983,0,0.021413276
1080,0.921940928,0.035864979,0.005274262,0.007383966,0.001054852,0.030590717
1081,0.972660358,0.004206099,0.005257624,0.001051525,0,0.016824395
1082,0.947882736,0.015200869,0.004343105,0.007600434,0.001085776,0.022801303
1083,0.959745763,0.01059322,0.001059322,0.007415254,0,0.021186441
1084,0.983086681,0,0.005285412,0,0,0.011627907
1085,0.909774436,0.021482277,0.003222342,0.024704619,0,0.04189044
1088,0.957127546,0.00750268,0.002143623,0.013933548,0,0.019292605
1089,0.818380744,0.044857768,0.002188184,0.070021882,0,0.06345733
1092,0.976719577,0.004232804,0.001058201,0.001058201,0,0.014814815
1093,0.985552116,0.007223942,0,0.007223942,0,0
1094,0.982419855,0.017580145,0,0,0,0
1095,0.927813163,0.029723992,0.001061571,0.025477707,0,0.015923567
1096,0.979957806,0.003164557,0.001054852,0.004219409,0,0.011603376
1097,0.941495125,0.024918743,0,0,0,0.033586132
1098,0.987328405,0,0,0.005279831,0,0.007391763
1103,0.391095066,0.227436823,0.013237064,0.024067389,0,0.344163658
1104,0.420096852,0.165859564,0.015738499,0.014527845,0.001210654,0.382566586
1105,0.302709069,0.253239105,0.011778563,0.011778563,0.001177856,0.419316843
1106,0.884088514,0.017913593,0.001053741,0.082191781,0,0.014752371
1107,0.305449937,0.129277567,0.02661597,0.010139417,0.001267427,0.527249683
1108,0.391203704,0.231481481,0.011574074,0.084490741,0.001157407,0.282407407
1109,0.315911731,0.400696864,0.008130081,0.016260163,0.00232288,0.256678281
1118,0.629213483,0.179775281,0.003370787,0.061797753,0,0.125842697
1119,0.550343249,0.251716247,0.005720824,0.02402746,0.001144165,0.167048055
1128,0.751096491,0.119517544,0.00877193,0.032894737,0,0.087719298
1129,0.618040089,0.20155902,0.004454343,0.037861915,0.001113586,0.136971047
1144,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1151,0.490610329,0.231220657,0.007042254,0.016431925,0.001173709,0.253521127
1201,0.867535288,0.071661238,0.002171553,0.015200869,0,0.042345277
1220,0.971184632,0.013874066,0.001067236,0.005336179,0,0.007470651
1222,0.940604752,0.006479482,0.005399568,0.005399568,0,0.043196544
1223,0.983068783,0.004232804,0.001058201,0.004232804,0,0.008465608
1224,0.914316703,0.044468547,0,0.02494577,0,0.015184382
1225,0.972631579,0.008421053,0.001052632,0.010526316,0.002105263,0.006315789
1226,0.969601677,0.01048218,0.001048218,0.01048218,0,0.009433962
1229,0.954108858,0.005336179,0.005336179,0,0,0.034151547
1230,0.904255319,0.022340426,0.004255319,0.026595745,0,0.041489362
1235,0.985416667,0.004166667,0.001041667,0.004166667,0,0.00625
1236,0.946695096,0.011727079,0.004264392,0.008528785,0,0.028784648
1237,0.965189873,0.012658228,0.003164557,0.010548523,0,0.008438819
1238,0.931722689,0.010504202,0.00210084,0.024159664,0,0.029411765
1240,0.944734098,0.011470282,0.001042753,0.022940563,0.001042753,0.018769552
1242,0.971488912,0.002111932,0,0,0,0.025343189
1243,0.988671473,0,0,0,0,0.011328527
1244,0.978010471,0.007329843,0.007329843,0,0,0.007329843
1245,0.958730159,0.015873016,0.004232804,0.013756614,0,0.008465608
1247,0.947424893,0.024678112,0.003218884,0.00751073,0,0.016094421
1253,0.975966562,0.004179728,0.007314525,0.00522466,0,0.006269592
1254,0.965116279,0.00422833,0,0.021141649,0,0.00845666
1255,0.981112277,0.006295908,0.002098636,0.002098636,0,0.007345226
1256,0.970401691,0.023255814,0,0.002114165,0,0.005285412
1257,0.964818763,0.009594883,0.006396588,0.003198294,0,0.017057569
1258,0.947698745,0,0,0.039748954,0,0.013598326
1259,0.978283351,0.003102378,0.003102378,0.006204757,0,0.009307135
1260,0.933402706,0,0,0.021852237,0,0.044745057
1262,0.962577963,0.014553015,0.002079002,0.008316008,0,0.013513514
1264,0.975661376,0.005291005,0.005291005,0.014814815,0,0
1266,0.965189873,0.007383966,0.003164557,0.007383966,0,0.016877637
1267,0.870171674,0.035407725,0.002145923,0.068669528,0,0.02360515
1270,0.986272439,0.007391763,0,0.003167899,0,0.004223865
1301,0.920824295,0.026030369,0.003253796,0.017353579,0,0.032537961
